language,newspaper,article_id,publish_date,entity,entity_exact_word,type,occurrence,paragraph_text,one_step_llm_sentiment,one_step_llm_sentiment_score,two_step_llm_paragraph_type,two_step_llm_sentiment_score,human_label_sentiment,Ons-step
chinese,hkcd,hkcd_09,2024-07-27,港澳辦,國務院港澳事務辦公室,CN_ORG_2,1,作者：香港山東社團總會副秘書長、華菁會會員 董启真 繼中共二十屆三中全會相關《決定》提出「支持香港、澳門打造國際高端人才集聚高地」後，國務院港澳事務辦公室主任夏寶龍日前在會見財政司司長陳茂波一行時也表示全力支持香港「打造國際高端人才聚集高地」，希望特區要識變、應變、求變，通過改革實現更好發展。在國際競爭日趨激烈的當下，人才作為「第一資源」對經濟社會發展的作用不言而喻。正如夏主任寄語，本港在貫徹落實三中全會精神過程中，自當善用優勢、改革創新，打造全球人才聚集的「新高地」。 近年來，香港在「搶人才」上已付出諸多努力，也取得了一定成效。據統計，「高端人才通行證計劃」（簡稱「高才通」）等多項人才入境計劃自2022年底實施以來，錄得逾13萬人才入境，超越政府設定的3年引入10.5萬人的目標。不過，隨着香港內外環境的深刻變化，這些政策也存在優化和調整的空間。 當前，國際形勢複雜多變，一些西方國家因地緣政治等原因打壓香港發展，試圖製造實質性的「脫鈎」，逼迫專業人才和外國資本撤離香港。這無疑給本港發展帶來較大挑戰。「高才通」「優才計劃」等新政，從實施情況看，主要吸引的是內地人才。據報道，通過這兩項計劃引進的人才中超95%來自內地。雖說內地人才對本港發展能起到積極作用，但要建設真正的人才高地、更好助力國家對外開放，還需加大對國際人才的吸引力。因此，特區政府應積極研究、推出面向國際人才的政策，提供更靈活多元的人才引進機制，吸引更多國際人才來港發展。 另一方面，完善「搶人才」的配套措施也要提上日程。現有的政策側重於吸引人才，但如何留住人才、讓他們常駐香港並發揮作用，政府和有關業界還要多「度桥」。據報道，申請「高才通」來港的人士中，僅約兩成準備在港定居。該狀況顯然不利於本地資源的充分利用，以及人才自身的長遠發展。為此，特區政府需研究出台一系列配套措施。比如，針對一些高端、高增值行業，為來港人才及其家屬提供住房、稅務、教育等優惠；再如，加強與新來港人才的溝通交流，了解其需求和期望，為其提供更好的發展環境和機會。 總括而言，在國家新一輪全面深化改革大潮中，香港獲得的機遇必會更多。唯有「識變、應變、求變」，才能掌握歷史主動，搶抓難得機遇。同樣，只有因應時勢改革創新、優化政策，深耕留住人才的沃土，才能使香港成為高端人才聚集高地，持續提升國際競爭力。（中通社資料圖）,positive,0.5,evaluative,0.7,positive,
chinese,hkcd,hkcd_09,2024-07-27,陳茂波,陳茂波,HK_PERSON_1a,1,作者：香港山東社團總會副秘書長、華菁會會員 董启真 繼中共二十屆三中全會相關《決定》提出「支持香港、澳門打造國際高端人才集聚高地」後，國務院港澳事務辦公室主任夏寶龍日前在會見財政司司長陳茂波一行時也表示全力支持香港「打造國際高端人才聚集高地」，希望特區要識變、應變、求變，通過改革實現更好發展。在國際競爭日趨激烈的當下，人才作為「第一資源」對經濟社會發展的作用不言而喻。正如夏主任寄語，本港在貫徹落實三中全會精神過程中，自當善用優勢、改革創新，打造全球人才聚集的「新高地」。 近年來，香港在「搶人才」上已付出諸多努力，也取得了一定成效。據統計，「高端人才通行證計劃」（簡稱「高才通」）等多項人才入境計劃自2022年底實施以來，錄得逾13萬人才入境，超越政府設定的3年引入10.5萬人的目標。不過，隨着香港內外環境的深刻變化，這些政策也存在優化和調整的空間。 當前，國際形勢複雜多變，一些西方國家因地緣政治等原因打壓香港發展，試圖製造實質性的「脫鈎」，逼迫專業人才和外國資本撤離香港。這無疑給本港發展帶來較大挑戰。「高才通」「優才計劃」等新政，從實施情況看，主要吸引的是內地人才。據報道，通過這兩項計劃引進的人才中超95%來自內地。雖說內地人才對本港發展能起到積極作用，但要建設真正的人才高地、更好助力國家對外開放，還需加大對國際人才的吸引力。因此，特區政府應積極研究、推出面向國際人才的政策，提供更靈活多元的人才引進機制，吸引更多國際人才來港發展。 另一方面，完善「搶人才」的配套措施也要提上日程。現有的政策側重於吸引人才，但如何留住人才、讓他們常駐香港並發揮作用，政府和有關業界還要多「度桥」。據報道，申請「高才通」來港的人士中，僅約兩成準備在港定居。該狀況顯然不利於本地資源的充分利用，以及人才自身的長遠發展。為此，特區政府需研究出台一系列配套措施。比如，針對一些高端、高增值行業，為來港人才及其家屬提供住房、稅務、教育等優惠；再如，加強與新來港人才的溝通交流，了解其需求和期望，為其提供更好的發展環境和機會。 總括而言，在國家新一輪全面深化改革大潮中，香港獲得的機遇必會更多。唯有「識變、應變、求變」，才能掌握歷史主動，搶抓難得機遇。同樣，只有因應時勢改革創新、優化政策，深耕留住人才的沃土，才能使香港成為高端人才聚集高地，持續提升國際競爭力。（中通社資料圖）,neutral,0,evaluative,0.3,neutral,
chinese,hkcd,hkcd_09,2024-07-27,香港政府,特區政府,HK_ORG_2a,2,作者：香港山東社團總會副秘書長、華菁會會員 董启真 繼中共二十屆三中全會相關《決定》提出「支持香港、澳門打造國際高端人才集聚高地」後，國務院港澳事務辦公室主任夏寶龍日前在會見財政司司長陳茂波一行時也表示全力支持香港「打造國際高端人才聚集高地」，希望特區要識變、應變、求變，通過改革實現更好發展。在國際競爭日趨激烈的當下，人才作為「第一資源」對經濟社會發展的作用不言而喻。正如夏主任寄語，本港在貫徹落實三中全會精神過程中，自當善用優勢、改革創新，打造全球人才聚集的「新高地」。 近年來，香港在「搶人才」上已付出諸多努力，也取得了一定成效。據統計，「高端人才通行證計劃」（簡稱「高才通」）等多項人才入境計劃自2022年底實施以來，錄得逾13萬人才入境，超越政府設定的3年引入10.5萬人的目標。不過，隨着香港內外環境的深刻變化，這些政策也存在優化和調整的空間。 當前，國際形勢複雜多變，一些西方國家因地緣政治等原因打壓香港發展，試圖製造實質性的「脫鈎」，逼迫專業人才和外國資本撤離香港。這無疑給本港發展帶來較大挑戰。「高才通」「優才計劃」等新政，從實施情況看，主要吸引的是內地人才。據報道，通過這兩項計劃引進的人才中超95%來自內地。雖說內地人才對本港發展能起到積極作用，但要建設真正的人才高地、更好助力國家對外開放，還需加大對國際人才的吸引力。因此，特區政府應積極研究、推出面向國際人才的政策，提供更靈活多元的人才引進機制，吸引更多國際人才來港發展。 另一方面，完善「搶人才」的配套措施也要提上日程。現有的政策側重於吸引人才，但如何留住人才、讓他們常駐香港並發揮作用，政府和有關業界還要多「度桥」。據報道，申請「高才通」來港的人士中，僅約兩成準備在港定居。該狀況顯然不利於本地資源的充分利用，以及人才自身的長遠發展。為此，特區政府需研究出台一系列配套措施。比如，針對一些高端、高增值行業，為來港人才及其家屬提供住房、稅務、教育等優惠；再如，加強與新來港人才的溝通交流，了解其需求和期望，為其提供更好的發展環境和機會。 總括而言，在國家新一輪全面深化改革大潮中，香港獲得的機遇必會更多。唯有「識變、應變、求變」，才能掌握歷史主動，搶抓難得機遇。同樣，只有因應時勢改革創新、優化政策，深耕留住人才的沃土，才能使香港成為高端人才聚集高地，持續提升國際競爭力。（中通社資料圖）,positive,0.5,evaluative,0.6,positive,
chinese,hkcd,hkcd_10,2024-11-06,香港政府,特區政府,HK_ORG_2a,1,創新科技及工業局局長孫東11月5日(渥太華時間)到渥太華繼續訪問加拿大行程。 孫東在國會大廈出席由港加商會(渥太華分會)與投資推廣署合辦的全球健康與生命科學創新研討會，在發表主旨演講時表示，加拿大一直以來被視為是生命健康科學領域的強國，而香港也正積極發展成為國際創新科技中心。香港特區政府致力推動生命健康科技發展成其中一項具優勢和策略意義的科技產業。 孫東提出多項香港在發展生命健康科技上享有的重要優勢。香港的旗艦研發項目InnoHK已經與超過30所世界知名大學和研究機構建立合作關係，來自包括加拿大在內的12個經濟體，在InnoHK下成立了共29個研發實驗室，當中16個聚焦與生命健康相關科技。政府亦已推出60億元的資助計劃，支持本地大學設立生命健康研發院，以及30億元的前沿科技研究支援計劃，加快跨領域的研究。 「足夠的用地和完備的基礎設施對於創科的長遠發展同樣重要，我們將會在河套香港園區成立『生命健康創新科研中心 InnoLife Healthtech Hub』，以吸引全球頂尖研究團隊和人才，以及撥款20億港元支持InnoHK創新香港研發平台進駐河套，並撥出兩億港元在河套為生命健康科技初創企業提供孵化、加速計劃等支援。」孫東表示，新田科技城內將提供新增創科用地助力創科產業發展，與毗鄰的深圳科創園區產生協同效應。 他續說，在「一國兩制」下，香港享有背靠祖國、聯通世界的優勢，是連接內地和全球創科人才和企業的最佳平台。他深信除生命健康科技外，香港和加拿大還有很多雙邊合作的空間，例如綠色科技、可再生能源、環境保護及可持續發展等。 孫東亦在國會大廈與Canada-Hong Kong Parliamentary Friendship Group成員、加拿大參議員胡元豹；該組織主席、加拿大國會議員Greg McLean，以及國會議員Chandra Arya會面，就大家共同關注的議題作簡單交流，包括推動兩地在科學、創新和研究方面進一步合作，以及促進兩地的人文交流。 孫東亦拜會中國駐加拿大大使王鏑，向他介紹香港在推動建設為國際創科中心的進展，以及一直在融入國家的創科發展大局方面所作出的努力。孫東亦指出香港正因地制宜，大力發展新質生產力，包括完善新型工業發展策略和體制建設，以及加大創科產業投資。 孫東11月6日(多倫多時間)轉到滑鐵盧繼續訪問行程。 （圖源：政府新聞處）,positive,0.5,factual,0,positive,
chinese,hket,hket_01,2017-10-11,中央政府,中共,CN_ORG_2,1,中共十九大臨近，內地各地安保全面升級。廣州地鐵昨起分階段於所有車站實行「人過安檢門、物過安檢機」保安措施，部分車站排隊或超30分鐘。 在新疆，有當地公安局要求居民家中所有刀具必須實名認證；廣深等多地旅館被要求不准接待維吾爾族等少數民族人士。 為確保十九大期間不發生重大安全事件，內地各地安保陸續加強。廣州地鐵昨日（10日）開始，分三階段加強安檢，第一階段率先在紀念堂、公園前、廣州火車站、珠江新城、廈滘及天河客運站共6個車站加裝X光安檢機、安檢門、炸藥探測器、液體探測器、金屬探測儀等設備，乘客必須按照「人過安檢門、物過安檢機」的原則進出車站，以確保十九大期間不發生重大安全事件。 滬3大車站 實施「二次安檢」 廣州地鐵預料，由於車站的客流各有不同，安檢程序將帶來不同程度的影響，部分出入口排隊時間或超過30分鐘，龍尾甚至可能排至站外。 上海前日起至10月底，亦於3大火車站——上海站、上海虹橋站、上海南站實施「二次安檢」。對前往北京乘客的「票、證、人」一致性進行查驗，並規定必須通過人臉識別系統，才可進入候車室區。 此前，前往北京的公路已設有檢查站，所有外地登記汽車的乘客都需要下車，持身份證進入驗證大廳接受檢查。 而在維穩重點新疆，有網民上傳圖片指，新疆有公安局要求居民於10月5至8日期間，將家中所有利器，即菜刀、斧頭、鐵鍬、鋤頭、鋼管、鐵叉等打印上身份證號碼，每件收費4元人民幣，如被查獲未經印碼刀具，將一律沒收。 外媒報道指，今年9月，新疆阿克蘇市也曾下發類似通知，要求小區內每家每戶所有刀具刀刃超過10公分的，必須打上二維碼認證身份。報道指，新疆和靜縣公安局巴潤哈爾莫敦派出所近日已對9家肉類經銷攤販進行「刀具打碼」、掛鏈上鎖等檢查，3名違規商戶被處分行政拘留5至14天。 外媒：多地旅館 禁接待維族 另有外媒報道指，內地近日限制維吾爾族等少數民族入住酒店的規定更加嚴厲。河南鄭州一家商務旅館的服務員表示，他們自10月1日起停止接待少數民族旅客。廣州7天連鎖酒店接待員表示，暫不接待維吾爾族人。深圳一家酒店則因為接待一名維吾爾族人，被警方罰款1.5萬元。,neutral,0,factual,0,neutral,
chinese,hket,hket_01,2017-10-11,公安部,公安,CN_ORG_2,3,中共十九大臨近，內地各地安保全面升級。廣州地鐵昨起分階段於所有車站實行「人過安檢門、物過安檢機」保安措施，部分車站排隊或超30分鐘。 在新疆，有當地公安局要求居民家中所有刀具必須實名認證；廣深等多地旅館被要求不准接待維吾爾族等少數民族人士。 為確保十九大期間不發生重大安全事件，內地各地安保陸續加強。廣州地鐵昨日（10日）開始，分三階段加強安檢，第一階段率先在紀念堂、公園前、廣州火車站、珠江新城、廈滘及天河客運站共6個車站加裝X光安檢機、安檢門、炸藥探測器、液體探測器、金屬探測儀等設備，乘客必須按照「人過安檢門、物過安檢機」的原則進出車站，以確保十九大期間不發生重大安全事件。 滬3大車站 實施「二次安檢」 廣州地鐵預料，由於車站的客流各有不同，安檢程序將帶來不同程度的影響，部分出入口排隊時間或超過30分鐘，龍尾甚至可能排至站外。 上海前日起至10月底，亦於3大火車站——上海站、上海虹橋站、上海南站實施「二次安檢」。對前往北京乘客的「票、證、人」一致性進行查驗，並規定必須通過人臉識別系統，才可進入候車室區。 此前，前往北京的公路已設有檢查站，所有外地登記汽車的乘客都需要下車，持身份證進入驗證大廳接受檢查。 而在維穩重點新疆，有網民上傳圖片指，新疆有公安局要求居民於10月5至8日期間，將家中所有利器，即菜刀、斧頭、鐵鍬、鋤頭、鋼管、鐵叉等打印上身份證號碼，每件收費4元人民幣，如被查獲未經印碼刀具，將一律沒收。 外媒報道指，今年9月，新疆阿克蘇市也曾下發類似通知，要求小區內每家每戶所有刀具刀刃超過10公分的，必須打上二維碼認證身份。報道指，新疆和靜縣公安局巴潤哈爾莫敦派出所近日已對9家肉類經銷攤販進行「刀具打碼」、掛鏈上鎖等檢查，3名違規商戶被處分行政拘留5至14天。 外媒：多地旅館 禁接待維族 另有外媒報道指，內地近日限制維吾爾族等少數民族入住酒店的規定更加嚴厲。河南鄭州一家商務旅館的服務員表示，他們自10月1日起停止接待少數民族旅客。廣州7天連鎖酒店接待員表示，暫不接待維吾爾族人。深圳一家酒店則因為接待一名維吾爾族人，被警方罰款1.5萬元。,negative,-0.5,factual,0,negative,
chinese,hket,hket_01,2017-10-11,警隊,警方,HK_ORG_2a,1,中共十九大臨近，內地各地安保全面升級。廣州地鐵昨起分階段於所有車站實行「人過安檢門、物過安檢機」保安措施，部分車站排隊或超30分鐘。 在新疆，有當地公安局要求居民家中所有刀具必須實名認證；廣深等多地旅館被要求不准接待維吾爾族等少數民族人士。 為確保十九大期間不發生重大安全事件，內地各地安保陸續加強。廣州地鐵昨日（10日）開始，分三階段加強安檢，第一階段率先在紀念堂、公園前、廣州火車站、珠江新城、廈滘及天河客運站共6個車站加裝X光安檢機、安檢門、炸藥探測器、液體探測器、金屬探測儀等設備，乘客必須按照「人過安檢門、物過安檢機」的原則進出車站，以確保十九大期間不發生重大安全事件。 滬3大車站 實施「二次安檢」 廣州地鐵預料，由於車站的客流各有不同，安檢程序將帶來不同程度的影響，部分出入口排隊時間或超過30分鐘，龍尾甚至可能排至站外。 上海前日起至10月底，亦於3大火車站——上海站、上海虹橋站、上海南站實施「二次安檢」。對前往北京乘客的「票、證、人」一致性進行查驗，並規定必須通過人臉識別系統，才可進入候車室區。 此前，前往北京的公路已設有檢查站，所有外地登記汽車的乘客都需要下車，持身份證進入驗證大廳接受檢查。 而在維穩重點新疆，有網民上傳圖片指，新疆有公安局要求居民於10月5至8日期間，將家中所有利器，即菜刀、斧頭、鐵鍬、鋤頭、鋼管、鐵叉等打印上身份證號碼，每件收費4元人民幣，如被查獲未經印碼刀具，將一律沒收。 外媒報道指，今年9月，新疆阿克蘇市也曾下發類似通知，要求小區內每家每戶所有刀具刀刃超過10公分的，必須打上二維碼認證身份。報道指，新疆和靜縣公安局巴潤哈爾莫敦派出所近日已對9家肉類經銷攤販進行「刀具打碼」、掛鏈上鎖等檢查，3名違規商戶被處分行政拘留5至14天。 外媒：多地旅館 禁接待維族 另有外媒報道指，內地近日限制維吾爾族等少數民族入住酒店的規定更加嚴厲。河南鄭州一家商務旅館的服務員表示，他們自10月1日起停止接待少數民族旅客。廣州7天連鎖酒店接待員表示，暫不接待維吾爾族人。深圳一家酒店則因為接待一名維吾爾族人，被警方罰款1.5萬元。,neutral,0,factual,0,neutral,
chinese,hket,hket_02,2018-01-22,律政司,律政司,HK_ORG_2a,1,律政司司長鄭若驊表示，一地兩檢並非單純的法律問題，亦是民生問題，她認為一地兩檢安排有法律基礎，應能做到不違反基本法，但本港法院亦有權審核方案是否違反基本法。 鄭若驊昨日在電台節目上表示，明白社會關注一地兩檢本地立法時，香港法院能否審核有關條例，她認為，針對香港本地立法的部分，香港法院有權審核有關方案有否違反基本法，又認為「三步走」的第三步，即本地立法的最大困難，是要令市民及法律界明白一地兩檢的法律基礎。 方案是否違基本法 法院可審核 不過，在大律師公會改選以「票王」姿態當選執委的資深大律師駱應淦，在另一電視台訪問中表示，他出選的原因之一，是不滿高鐵一地兩檢的處理方法。他強調，法律界並非盲目反對高鐵，但認為中央及港府提出的推動就業、經濟效益等，都是不太相關的「虛泛」議題，不能解釋和說服大眾，為何在西九龍站實行中國法律，可過到基本法一關。 他認為，暫時未有一個既能守護法治、又可享有高鐵效益的一地兩檢完美方案，但強調大律師公會不會只作批評，不排除之後會約見鄭若驊，甚至直接向北京表達意見。,neutral,0,factual,0,neutral,
chinese,hket,hket_02,2018-01-22,鄭若驊,鄭若驊,HK_PERSON_1a,3,律政司司長鄭若驊表示，一地兩檢並非單純的法律問題，亦是民生問題，她認為一地兩檢安排有法律基礎，應能做到不違反基本法，但本港法院亦有權審核方案是否違反基本法。 鄭若驊昨日在電台節目上表示，明白社會關注一地兩檢本地立法時，香港法院能否審核有關條例，她認為，針對香港本地立法的部分，香港法院有權審核有關方案有否違反基本法，又認為「三步走」的第三步，即本地立法的最大困難，是要令市民及法律界明白一地兩檢的法律基礎。 方案是否違基本法 法院可審核 不過，在大律師公會改選以「票王」姿態當選執委的資深大律師駱應淦，在另一電視台訪問中表示，他出選的原因之一，是不滿高鐵一地兩檢的處理方法。他強調，法律界並非盲目反對高鐵，但認為中央及港府提出的推動就業、經濟效益等，都是不太相關的「虛泛」議題，不能解釋和說服大眾，為何在西九龍站實行中國法律，可過到基本法一關。 他認為，暫時未有一個既能守護法治、又可享有高鐵效益的一地兩檢完美方案，但強調大律師公會不會只作批評，不排除之後會約見鄭若驊，甚至直接向北京表達意見。,neutral,0,factual,0,neutral,
chinese,hket,hket_02,2018-01-22,香港政府,港府,HK_ORG_2a,1,律政司司長鄭若驊表示，一地兩檢並非單純的法律問題，亦是民生問題，她認為一地兩檢安排有法律基礎，應能做到不違反基本法，但本港法院亦有權審核方案是否違反基本法。 鄭若驊昨日在電台節目上表示，明白社會關注一地兩檢本地立法時，香港法院能否審核有關條例，她認為，針對香港本地立法的部分，香港法院有權審核有關方案有否違反基本法，又認為「三步走」的第三步，即本地立法的最大困難，是要令市民及法律界明白一地兩檢的法律基礎。 方案是否違基本法 法院可審核 不過，在大律師公會改選以「票王」姿態當選執委的資深大律師駱應淦，在另一電視台訪問中表示，他出選的原因之一，是不滿高鐵一地兩檢的處理方法。他強調，法律界並非盲目反對高鐵，但認為中央及港府提出的推動就業、經濟效益等，都是不太相關的「虛泛」議題，不能解釋和說服大眾，為何在西九龍站實行中國法律，可過到基本法一關。 他認為，暫時未有一個既能守護法治、又可享有高鐵效益的一地兩檢完美方案，但強調大律師公會不會只作批評，不排除之後會約見鄭若驊，甚至直接向北京表達意見。,neutral,0,factual,0,neutral,
chinese,hket,hket_03,2020-02-25,國務院,國務院,CN_ORG_2,1,新冠肺炎（武漢肺炎）疫情持續之際，中美角力亦升級。中國文化和旅遊部昨發布赴美旅遊安全提醒，指近期因美方過度防疫措施及美國內安全形勢，中國遊客在美屢遭不公平對待。當局提醒中國遊客提高安全防範意識，切勿赴美旅遊。 指華客屢遭不公對待 值得注意的是，內地爆發新冠肺炎疫情後，美國本月初已對中國「封關」，禁止14日內曾到過中國大陸的非美國公民或居民入境。中國外交部發言人華春瑩當時質疑美國反應過激，採取過度應對措施，顯然與世衞建議背道而馳。 中國多番指摘美國在疫情問題上的立場。美國國務院上月底對中國的旅遊警示，上調到最高級別的第四級「紅色」，呼籲美國人不要前往中國旅遊，中國外交部批評美國帶了一個很不好的頭，實在太不厚道。 另外，美國早已關閉駐武漢領事館，又用包機從武漢撤僑。美國3大航空公司暫停來往中港航班，聯合航空、美國航空和達美航空都表示，來往中國內地和香港的航班暫停，延期至4月下旬才復飛。 責任編輯：李勝君,neutral,0,evaluative,-0.6,neutral,
chinese,hket,hket_03,2020-02-25,外交部,外交部,CN_ORG_2,2,新冠肺炎（武漢肺炎）疫情持續之際，中美角力亦升級。中國文化和旅遊部昨發布赴美旅遊安全提醒，指近期因美方過度防疫措施及美國內安全形勢，中國遊客在美屢遭不公平對待。當局提醒中國遊客提高安全防範意識，切勿赴美旅遊。 指華客屢遭不公對待 值得注意的是，內地爆發新冠肺炎疫情後，美國本月初已對中國「封關」，禁止14日內曾到過中國大陸的非美國公民或居民入境。中國外交部發言人華春瑩當時質疑美國反應過激，採取過度應對措施，顯然與世衞建議背道而馳。 中國多番指摘美國在疫情問題上的立場。美國國務院上月底對中國的旅遊警示，上調到最高級別的第四級「紅色」，呼籲美國人不要前往中國旅遊，中國外交部批評美國帶了一個很不好的頭，實在太不厚道。 另外，美國早已關閉駐武漢領事館，又用包機從武漢撤僑。美國3大航空公司暫停來往中港航班，聯合航空、美國航空和達美航空都表示，來往中國內地和香港的航班暫停，延期至4月下旬才復飛。 責任編輯：李勝君,neutral,0,evaluative,0.2,neutral,
chinese,hket,hket_04,2021-04-23,中央政府,中國政府,CN_ORG_2,1,"美國國會參議院跨黨派合作，推進外交與技術投資兩大法案與中國全面競爭。其中，參議院外交關係委員會周三（21日）通過《2021戰略競爭法案》（Strategic Competition Act of 2021），聲言動員美國一切力量應對中國挑戰，涵蓋經濟、科技、軍事、人權層面。同時，兩黨議員提交《無盡前沿法案》（Endless Frontier Act）議案，促華府撥1,000億美元推動科技發展，加強與中國抗衡。 在北京，外交部發言人汪文斌敦促美方停止審議推進上述議案，以免對中美關係發展造成干擾危害。他反問美方：難道美國發展的目的就是要打敗中國？全國人大外事委員會斥法案充斥冷戰思維和意識形態偏見，表示強烈不滿和堅決反對。 稱動員一切力量 抗衡中國 美國參議院外交關係委員會當地時間周三（21日）以21對1票大比數通過《2021戰略競爭法案》，將交由參議院全體審議。 這項長達280頁的參議院議案旨在確保美國在未來幾十年中，有力量「在國家和國際力量的所有方面」與中國展開競爭，強化美國應對中國政府威脅的外交戰略，重申美國決心支持印太地區，以及世界各地的盟友和夥伴，要求美國重新確立在國際組織和其他多邊論壇中的領導地位。 美國兩黨議員21日又正式提出《無盡前沿法案》，呼籲政府未來5年投入1,000億美元，用於基礎、先進技術研究等科學領域，以便與中國競爭；法案還將授權另外100億美元，劃定至少10個地區技術中心，及制定應對供應鏈危機的計劃。預計參議院商務委員會下周討論該法案。 路透社報道指，這兩項議案都得到了兩黨的大力支持，預計最終將成為法律。在嚴重分裂的美國國會中，與中國打交道時採取強硬態度是為數不多的兩黨共識之一。 外交部發言人汪文斌昨在記者會上表示，有關法案嚴重歪曲事實、顛倒黑白，大肆鼓吹美國開展全面對華戰略競爭，粗暴干涉中國內政，中方對此強烈不滿、堅決反對。 他重申，中方致力於同美方發展不衝突、不對抗、相互尊重、合作共贏的關係；敦促美方重視中方關切，端正心態，理性看待中國和中美關係，停止審議推進上述議案，以免對中美關係發展造成干擾和危害。 人大：冷戰思維 意識形態偏見 汪文斌反問：「有關法案通篇拿中國說事，以中國為對手，難道美國發展的目的就是為了在競爭中打敗中國嗎？」 全國人大外事委員會發言人尤文澤回應表示，該法案充斥冷戰思維和意識形態偏見，肆意曲解、誣衊抹黑中國發展戰略和內外政策，粗暴干涉中國內政，用心險惡，損人害己，對此表示強烈不滿和堅決反對。 作者：蒯宇澄 責任編輯：李青",neutral,0,factual,0,neutral,
chinese,hket,hket_04,2021-04-23,全國人大,全國人大,CN_ORG_2,2,"美國國會參議院跨黨派合作，推進外交與技術投資兩大法案與中國全面競爭。其中，參議院外交關係委員會周三（21日）通過《2021戰略競爭法案》（Strategic Competition Act of 2021），聲言動員美國一切力量應對中國挑戰，涵蓋經濟、科技、軍事、人權層面。同時，兩黨議員提交《無盡前沿法案》（Endless Frontier Act）議案，促華府撥1,000億美元推動科技發展，加強與中國抗衡。 在北京，外交部發言人汪文斌敦促美方停止審議推進上述議案，以免對中美關係發展造成干擾危害。他反問美方：難道美國發展的目的就是要打敗中國？全國人大外事委員會斥法案充斥冷戰思維和意識形態偏見，表示強烈不滿和堅決反對。 稱動員一切力量 抗衡中國 美國參議院外交關係委員會當地時間周三（21日）以21對1票大比數通過《2021戰略競爭法案》，將交由參議院全體審議。 這項長達280頁的參議院議案旨在確保美國在未來幾十年中，有力量「在國家和國際力量的所有方面」與中國展開競爭，強化美國應對中國政府威脅的外交戰略，重申美國決心支持印太地區，以及世界各地的盟友和夥伴，要求美國重新確立在國際組織和其他多邊論壇中的領導地位。 美國兩黨議員21日又正式提出《無盡前沿法案》，呼籲政府未來5年投入1,000億美元，用於基礎、先進技術研究等科學領域，以便與中國競爭；法案還將授權另外100億美元，劃定至少10個地區技術中心，及制定應對供應鏈危機的計劃。預計參議院商務委員會下周討論該法案。 路透社報道指，這兩項議案都得到了兩黨的大力支持，預計最終將成為法律。在嚴重分裂的美國國會中，與中國打交道時採取強硬態度是為數不多的兩黨共識之一。 外交部發言人汪文斌昨在記者會上表示，有關法案嚴重歪曲事實、顛倒黑白，大肆鼓吹美國開展全面對華戰略競爭，粗暴干涉中國內政，中方對此強烈不滿、堅決反對。 他重申，中方致力於同美方發展不衝突、不對抗、相互尊重、合作共贏的關係；敦促美方重視中方關切，端正心態，理性看待中國和中美關係，停止審議推進上述議案，以免對中美關係發展造成干擾和危害。 人大：冷戰思維 意識形態偏見 汪文斌反問：「有關法案通篇拿中國說事，以中國為對手，難道美國發展的目的就是為了在競爭中打敗中國嗎？」 全國人大外事委員會發言人尤文澤回應表示，該法案充斥冷戰思維和意識形態偏見，肆意曲解、誣衊抹黑中國發展戰略和內外政策，粗暴干涉中國內政，用心險惡，損人害己，對此表示強烈不滿和堅決反對。 作者：蒯宇澄 責任編輯：李青",neutral,0,factual,0,neutral,
